hotel_name,Category,Full_Addr,Addr,City,State,Zipcode,Stars,Num_Reviews,url,lat,lng
Courtyard Austin North/Parmer Lane,3,"12330 North IH-35 Austin, Texas 78753",12330 North IH-35,Austin,TX, 78753,4.6,534,NULL,30.4012811,-97.6755515
Courtyard Austin Northwest/Lakeline,3,"12833 Ranch Road 620 North Austin, Texas 78750",12833 Ranch Road 620 North,Austin,TX, 78750,4,68,NULL,30.466353,-97.801307
Courtyard Austin South,4,"4533 South IH-35 Austin, Texas 78744",4533 South IH-35,Austin,TX, 78744,4.3,430,https://cache.marriott.com/marriottassets/marriott/AUSSE/ausse-entrance-0009-hor-feat.jpg?resize=375:150 undefined,30.2091283,-97.7542755
Courtyard Austin The Domain Area,3,"9409 Stonelake Boulevard Austin, Texas 78759",9409 Stonelake Boulevard,Austin,TX, 78759,4,402,https://cache.marriott.com/marriottassets/marriott/AUSNW/ausnw-exterior-0011-hor-feat.jpg?resize=375:150 undefined,30.3851261,-97.7402698
Courtyard Austin-University Area,3,"5660 North Interstate Highway 35 Austin, Texas 78751",5660 North Interstate Highway 35,Austin,TX, 78751,3.5,631,https://cache.marriott.com/marriottassets/marriott/AUSCY/auscy-bistro-breakfast-7122-hor-feat.jpg?resize=375:150 undefined,30.3181283,-97.7087249
Fairfield Inn & Suites Austin North/Parmer Lane,3,"12536 North IH35 Austin, Texas 78753",12536 North IH35,Austin,TX, 78753,4.5,559,https://cache.marriott.com/marriottassets/marriott/AUSPL/auspl-lobby-5570-hor-feat.jpg?resize=375:150 undefined,30.4073096,-97.6764554
Fairfield Inn & Suites Austin Northwest/Research Blvd,3,"13087 Research Blvd Austin, Texas 78750",13087 Research Blvd,Austin,TX, 78750,4.6,395,NULL,30.4406513,-97.7800022
Fairfield Inn & Suites Austin Northwest/The Domain Area,3,"11201 North MoPac Expressway Austin, Texas 78759",11201 North MoPac Expressway,Austin,TX, 78759,4.3,462,NULL,30.3998915,-97.7289216
Fairfield Inn & Suites Austin South,4,"4525 South Interstate Hwy 35 Austin, Texas 78744",4525 South Interstate Hwy 35,Austin,TX, 78744,4,334,NULL,30.2098003,-97.7540959
Fairfield Inn & Suites Austin-University Area,3,"959 Reinli Street Austin, Texas 78751",959 Reinli Street,Austin,TX, 78751,3.9,302,NULL,30.3186147,-97.7084492
JW Marriott Austin,6,"110 East 2nd Street Austin, Texas 78701",110 East 2nd Street,Austin,TX, 78701,4.6,2291,NULL,30.2645713,-97.743198
Austin Marriott Downtown,NULL,"304 East Cesar Chavez Street Austin, Texas 78701",304 East Cesar Chavez Street,Austin,TX, 78701,NULL,NULL,NULL,30.2628329,-97.7415429
Austin Marriott South,5,"4415 South IH-35 Austin, Texas 78744",4415 South IH-35,Austin,TX, 78744,4.5,529,NULL,30.2107916,-97.7534266
Renaissance Austin Hotel,5,"9721 Arboretum Boulevard Austin, Texas 78759",9721 Arboretum Boulevard,Austin,TX, 78759,4.3,1179,NULL,30.391684,-97.7496491
Residence Inn Austin Airport,4,"3201 Caseybridge Court Austin, Texas 78744",3201 Caseybridge Court,Austin,TX, 78744,4.7,335,NULL,30.2135607,-97.6989317
Residence Inn Austin Downtown/Convention Center,5,"300 East 4th Street Austin, Texas 78701",300 East 4th Street,Austin,TX, 78701,4.4,535,NULL,30.2655533,-97.7402274
Residence Inn Austin Lake Austin/River Place,3,"6608 River Place Austin, Texas 78730",6608 River Place,Austin,TX, 78730,4.6,231,NULL,30.3932376,-97.8481489
Residence Inn Austin Northwest/The Domain Area,3,"11301  Burnet Road Austin, Texas 78758",11301 Burnet ,Austin,TX, 78758,4.8,225,NULL,30.3980317,-97.7187999
Residence Inn Austin Parmer/Tech Ridge,3,"12401 North Lamar Boulevard Austin, Texas 78753",12401 North Lamar Boulevard,Austin,TX, 78753,4.5,233,NULL,30.4065642,-97.6773213
Residence Inn Austin South,4,"4537 South IH-35 Austin, Texas 78744",4537 South IH-35,Austin,TX, 78744,4.5,292,NULL,30.2085517,-97.7548062
Residence Inn Austin Southwest,4,"6000 US Highway 290 West Austin, Texas 78735",6000 US Highway 290 West,Austin,TX, 78735,4.7,197,NULL,30.2363559,-97.8515956
Residence Inn Austin The Domain Area,3,"3713 Tudor Boulevard Austin, Texas 78759",3713 Tudor Boulevard,Austin,TX, 78759,4.6,305,NULL,30.3848777,-97.7399303
Residence Inn Austin-University Area,4,"1209  E 51st St Austin, Texas 78723",1209 E 51st ,Austin,TX, 78723,4.6,341,NULL,30.3075182,-97.707488
SpringHill Suites Austin Northwest/The Domain Area,3,"10936 Stonelake Blvd. Austin, Texas 78759",10936 Stonelake Blvd.,Austin,TX, 78759,4.4,401,NULL,30.398908,-97.7327164
SpringHill Suites Austin Parmer/Tech Ridge,3,"12520 North IH-35 Austin, Texas 78753",12520 North IH-35,Austin,TX, 78753,4,421,NULL,30.4065396,-97.6762189
SpringHill Suites Austin South,4,"4501 South IH-35 Austin, Texas 78744",4501 South IH-35,Austin,TX, 78744,4.3,541,NULL,30.2102237,-97.7539359
Aloft Austin Airport,4,"8000 East Ben White Boulevard Austin, Texas 78741",8000 East Ben White Boulevard,Austin,TX, 78741,NULL,NULL,NULL,30.2210707,-97.687239
Aloft Austin at The Domain,4,"11601 Domain Drive Austin, Texas 78758",11601 Domain Drive,Austin,TX, 78758,3.8,346,NULL,30.402766,-97.7237458
Aloft Austin Downtown,5,"109 East 7th Street Austin, Texas 78701",109 East 7th Street,Austin,TX, 78701,4.2,283,NULL,30.2686635,-97.7420691
Aloft Austin Northwest,3,"14020 US Highway 183 Austin, Texas 78717",14020 US Highway 183,Austin,TX, 78717,4.4,159,NULL,30.4748843,-97.8016819
Element Austin Downtown,5,"109 East 7th Street Austin, Texas 78701",109 East 7th Street,Austin,TX, 78701,4.5,145,NULL,30.2686635,-97.7420691
Sheraton Austin Hotel at the Capitol,5,"701 East 11th Street Austin, Texas 78701",701 East 11th Street,Austin,TX, 78701,3.7,538,NULL,30.2701298,-97.7340318
TownePlace Suites Austin Arboretum/The Domain Area,3,"10024 North Capital of TX Highway North Austin, Texas 78759",10024 North Capital of TX Highway North,Austin,TX, 78759,4.1,328,NULL,30.3912347,-97.7373275
TownePlace Suites Austin North/Lakeline,3,"13501 Lyndhurst Street Austin, Texas 78717",13501 Lyndhurst Street,Austin,TX, 78717,4.7,93,NULL,30.4748203,-97.7814459
TownePlace Suites Austin Parmer/Tech Ridge,3,"12427 Tech Ridge Boulevard Austin, Texas 78753",12427 Tech Ridge Boulevard,Austin,TX, 78753,4.5,219,NULL,30.3981387,-97.6668919
TownePlace Suites Austin Round Rock,3,"541 Parker Drive Austin, Texas 78728",541 Parker Drive,Austin,TX, 78728,4.6,136,NULL,30.4776877,-97.6803741
TownePlace Suites Austin South,4,"901 Little Texas Lane Building #G Austin, Texas 78745",901 Little Texas Lane Building #G,Austin,TX, 78745,NULL,NULL,NULL,30.1976952,-97.7685431
W Austin,6,"200 Lavaca Street Austin, Texas 78701",200 Lavaca Street,Austin,TX, 78701,4.3,551,NULL,30.2655492,-97.7466255
The Westin Austin at The Domain,5,"11301 Domain Drive Austin, Texas 78758",11301 Domain Drive,Austin,TX, 78758,4.3,704,NULL,30.3989954,-97.7244425
The Westin Austin Downtown,5,"310 East 5th Street Austin, Texas 78701",310 East 5th Street,Austin,TX, 78701,4,370,NULL,30.2666201,-97.7403752
Fairfield Inn & Suites Woodbridge,3,"1295 US Highway 1 Avenel, New Jersey 07001",1295 US Highway 1,Avenel,NJ, 07001,4.1,374,NULL,40.5931585,-74.2748308
AC Hotel Miami Aventura,5,"20805 Biscayne Blvd Aventura, Florida 33180",20805 Biscayne Blvd,Aventura,FL, 33180,4.4,302,NULL,25.9677598,-80.1422042
Courtyard Miami Aventura Mall,4,"2825 NE 191st Street Aventura, Florida 33180",2825 NE 191st Street,Aventura,FL, 33180,4.4,597,https://cache.marriott.com/marriottassets/marriott/MIAAV/miaav-pool-0069-hor-feat.jpg?resize=375:150 undefined,25.9531718,-80.1441026
JW Marriott Miami Turnberry Resort & Spa,6,"19999 West Country Club Drive Aventura, Florida 33180",19999 West Country Club Drive,Aventura,FL, 33180,4,296,https://cache.marriott.com/marriottassets/marriott/MIAJT/miajt-tower-1257-hor-feat.jpg?resize=375:150 undefined,25.9580605,-80.1392233
Residence Inn Miami Aventura Mall,4,"19900 West Country Club Drive Aventura, Florida 33180",19900 West Country Club Drive,Aventura,FL, 33180,4.5,697,https://cache.marriott.com/marriottassets/marriott/MIARA/miara-pool-0039-hor-feat.jpg?resize=375:150 undefined,25.9595535,-80.139849
Aloft Miami Aventura,5,"2910 NE 207th Street Aventura, Florida 33180",2910 NE 207th Street,Aventura,FL, 33180,4.2,92,https://cache.marriott.com/marriottassets/marriott/MIAAA/miaaa-exterior-0148-hor-feat.jpg?resize=375:150 undefined,25.9671576,-80.143059
Fairfield Inn & Suites Cleveland Avon,2,"39050 Colorado Avenue Avon, Ohio 44011",39050 Colorado Avenue,Avon,OH, 44011,4.5,313,NULL,41.4665923,-82.0576963
Fairfield Inn & Suites Indianapolis Avon,3,"119 Angelina Way Avon, Indiana 46123",119 Angelina Way,Avon,IN, 46123,4.2,307,NULL,39.7649283,-86.3603133
Residence Inn Cleveland Avon at The Emerald Event Center,2,"33040 Just Imagine Drive Avon, Ohio 44011",33040 Just Imagine Drive,Avon,OH, 44011,4.7,409,NULL,41.467867,-81.986321
Residence Inn Hartford Avon,3,"55 Simsbury Road Avon, Connecticut 06001",55 Simsbury Road,Avon,CT, 06001,4.5,304,NULL,41.8125673,-72.832206
"The Ritz-Carlton, Bachelor Gulch",8,"0130 Daybreak Ridge, P.O. Box 9190 Avon, Colorado 81620",0130 Daybreak Ridge P.O. Box ,Avon,CO, 81620,4.3,285,NULL,39.6235906,-106.5415585
"Sheraton Lakeside Terrace Villas at Mountain Vista, Avon, Vail Valley",6,"173 Lake Street Avon, Colorado 81620",173 Lake Street,Avon,CO, 81620,NULL,NULL,NULL,39.6366763,-106.5263555
"Sheraton Mountain Vista Villas, Avon / Vail Valley",5,"160 Beaver Creek Boulevard West Avon, Colorado 81620",160 Beaver Creek Boulevard West,Avon,CO, 81620,NULL,NULL,NULL,39.636574,-106.5249414
"The Westin Riverfront Mountain Villas, Beaver Creek Mountain",7,"218 Riverfront Lane Avon, Colorado 81620",218 Riverfront Lane,Avon,CO, 81620,NULL,NULL,NULL,39.6334584,-106.5253096
"The Westin Riverfront Resort & Spa, Avon, Vail Valley",7,"126 Riverfront Lane, PO Box 9690 Avon, Colorado 81620",126 Riverfront Lane PO Box 9690,Avon,CO, 81620,4.1,476,NULL,39.632995,-106.5242056
Residence Inn Phoenix West/Avondale,4,"11465 West Hilton Way Avondale, Arizona 85323",11465 West Hilton Way,Avondale,AZ, 85323,NULL,NULL,NULL,33.457355,-112.30507
Courtyard Bakersfield,2,"3601 Marriott Drive Bakersfield, California 93308",3601 Marriott Drive,Bakersfield,CA, 93308,4.4,524,NULL,35.3801337,-119.047311
Fairfield Inn & Suites Bakersfield Central,2,"3540 Rosedale Highway Bakersfield, California 93308",3540 Rosedale Highway,Bakersfield,CA, 93308,4.4,45,NULL,35.3843274,-119.0465837
Fairfield Inn & Suites Bakersfield North/Airport,2,"8700 Spectrum Park Way Bakersfield, California 93308",8700 Spectrum Park Way,Bakersfield,CA, 93308,4.7,150,NULL,35.4385485,-119.0758563
Bakersfield Marriott at the Convention Center,3,"801 Truxtun Avenue Bakersfield, California 93301",801 Truxtun Avenue,Bakersfield,CA, 93301,4.2,774,NULL,35.3723893,-119.012895
Residence Inn Bakersfield,2,"4241 Chester Lane Bakersfield, California 93309",4241 Chester Lane,Bakersfield,CA, 93309,4.5,386,NULL,35.3689463,-119.0472591
Residence Inn Bakersfield West,NULL,"8312 Espresso Drive Bakersfield, California 93312",8312 Espresso Drive,Bakersfield,CA, 93312,NULL,NULL,NULL,35.388888,-119.094792
SpringHill Suites Bakersfield,2,"3801 Marriott Drive Bakersfield, California 93308",3801 Marriott Drive,Bakersfield,CA, 93308,4.5,568,NULL,35.3798587,-119.0498567
Four Points by Sheraton Bakersfield,2,"5101 California Avenue Bakersfield, California 93309",5101 California Avenue,Bakersfield,CA, 93309,3.7,301,NULL,35.3600491,-119.0593759
TownePlace Suites Bakersfield West,2,"8300 Granite Falls Drive Bakersfield, California 93312",8300 Granite Falls Drive,Bakersfield,CA, 93312,4.5,277,NULL,35.3875213,-119.094217
"The Ritz-Carlton Bal Harbour, Miami",8,"10295 Collins Avenue Bal Harbour, Florida 33154",10295 Collins Avenue,Bal Harbour,FL, 33154,4.6,165,NULL,25.8989516,-80.1234047
The St. Regis Bal Harbour Resort,8,"9703 Collins Avenue Bal Harbour - Miami Beach, Florida 33154",9703 Collins Avenue Bal Harbour -,Bal Harbour,FL, 33154,4.5,766,NULL,25.8888332,-80.1225323
Courtyard Los Angeles Baldwin Park,3,"14635 Baldwin Park Towne Center Baldwin Park, California 91706",14635 Baldwin Park Towne Center,Baldwin Park,CA, 91706,4.3,466,NULL,34.0716953,-117.9566604
Courtyard Baltimore Downtown/Inner Harbor,4,"1000 Aliceanna Street Baltimore, Maryland 21202",1000 Aliceanna Street,Baltimore,MD, 21202,4.5,698,NULL,39.2836017,-76.5999824
Courtyard Baltimore Downtown/McHenry Row,4,"1803 Porter Street Baltimore, Maryland 21230",1803 Porter Street,Baltimore,MD, 21230,NULL,NULL,NULL,39.2677837,-76.5991993
Delta Hotels Baltimore Inner Harbor,5,"1 East Redwood Street Baltimore, Maryland 21202",1 East Redwood Street,Baltimore,MD, 21202,4.1,363,NULL,39.2886224,-76.6146902
Delta Hotels Baltimore North,5,"5100 Falls Road Baltimore, Maryland 21210",5100 Falls Road,Baltimore,MD, 21210,3,5,NULL,39.3557092,-76.6460151
Fairfield Inn & Suites Baltimore Downtown/Inner Harbor,4,"101 S. President Street Baltimore, Maryland 21202",101 S. President Street,Baltimore,MD, 21202,4.5,780,NULL,39.2881555,-76.6038577
Fairfield Inn & Suites White Marsh,3,"8477 Cordon Way Baltimore, Maryland 21236",8477 Cordon Way,Baltimore,MD, 21236,4.4,481,NULL,39.3780439,-76.4581498
Baltimore Marriott Inner Harbor at Camden Yards,5,"110 South Eutaw Street Baltimore, Maryland 21201",110 South Eutaw Street,Baltimore,MD, 21201,4.3,898,NULL,39.2871112,-76.6215504
Baltimore Marriott Waterfront,5,"700 Aliceanna Street Baltimore, Maryland 21202",700 Aliceanna Street,Baltimore,MD, 21202,4.4,1966,NULL,39.2836431,-76.6030903
Renaissance Baltimore Harborplace Hotel,5,"202 East Pratt Street Baltimore, Maryland 21202",202 East Pratt Street,Baltimore,MD, 21202,4.2,1705,NULL,39.2873006,-76.6112149
Residence Inn Baltimore at The Johns Hopkins Medical Campus,5,"800 North Wolfe Street Baltimore, Maryland 21205",800 North Wolfe Street,Baltimore,MD, 21205,4.5,371,NULL,39.3000655,-76.5912185
Residence Inn Baltimore Downtown/ Inner Harbor,4,"17 Light Street Baltimore, Maryland 21202",17 Light Street,Baltimore,MD, 21202,4.5,748,NULL,39.2886931,-76.6132459
Residence Inn Baltimore White Marsh,3,"4980 Mercantile Rd Baltimore, Maryland 21236",4980 Mercantile Rd,Baltimore,MD, 21236,4,371,NULL,39.377743,-76.4568961
SpringHill Suites Baltimore Downtown/Inner Harbor,4,"120 East Redwood Street Baltimore, Maryland 21202",120 East Redwood Street,Baltimore,MD, 21202,4.1,501,NULL,39.2889684,-76.6128194
Sheraton Inner Harbor Hotel,5,"300 South Charles Street Baltimore, Maryland 21201",300 South Charles Street,Baltimore,MD, 21201,3.9,810,NULL,39.2845898,-76.6155474
Courtyard Bangor,3,"236 Sylvan Road Bangor, Maine 04401",236 Sylvan Road,Bangor,ME, 04401,4.6,473,https://cache.marriott.com/marriottassets/marriott/BGRCY/bgrcy-exterior-0030-hor-feat.jpg?resize=375:150 undefined,44.8244826,-68.7505476
Fairfield Inn Bangor,3,"300 Odlin Road Bangor, Maine 04401",300 Odlin Road,Bangor,ME, 04401,4.4,594,https://cache.marriott.com/marriottassets/marriott/BGRFI/bgrfi-exterior-0001-hor-feat.jpg?resize=375:150 undefined,44.7896594,-68.8098565
Residence Inn Bangor,4,"22 Bass Park Boulevard Bangor, Maine 04401",22 Bass Park Boulevard,Bangor,ME, 04401,4.8,492,https://cache.marriott.com/marriottassets/marriott/BGRRI/bgrri-exterior-0002-hor-feat.jpg?resize=375:150 undefined,44.788038,-68.7799937
Four Points by Sheraton Bangor Airport,3,"308 Godfrey Blvd. Bangor, Maine 04401",308 Godfrey Blvd.,Bangor,ME, 04401,4,405,https://cache.marriott.com/marriottassets/marriott/BGRFP/bgrfp-exterior-1248-hor-feat.jpg?resize=375:150 undefined,44.8084914,-68.8159058
TownePlace Suites Bangor,3,"240 Sylvan Road Bangor, Maine 04401",240 Sylvan Road,Bangor,ME, 04401,4.7,297,NULL,44.8244778,-68.7505403
Delta Hotels Huntington Mall,4,"3551 US Route 60 East Barboursville, West Virginia 25504",3551 US Route 60 East,Barboursville,WV, 25504,4.3,52,NULL,38.4150653,-82.2616209
Fairfield Inn & Suites Bartlesville,1,"2107 SE Washington Boulevard Bartlesville, Oklahoma 74006",2107 SE Washington Boulevard,Bartlesville,OK, 74006,4.2,260,NULL,36.7200985,-95.9368459
Element Basalt - Aspen,4,"499 Market Street Basalt, Colorado 81621",499 Market Street,Basalt,CO, 81621,4.5,164,NULL,39.3855288,-107.0815353
Courtyard Basking Ridge,3,"595 Martinsville Road Basking Ridge, New Jersey 07920",595 Martinsville Road,Basking Ridge,NJ, 07920,4.2,525,NULL,40.6488652,-74.5766079
Delta Hotels Basking Ridge,4,"80 Allen Road Basking Ridge, New Jersey 07920",80 Allen Road,Basking Ridge,NJ, 07920,3.9,79,NULL,40.652713,-74.5806994
Fairfield Inn & Suites Batesville,3,"290 Power Drive Batesville, Mississippi 38606",290 Power Drive,Batesville,MS, 38606,4.7,124,NULL,34.3081497,-89.9215638
Residence Inn Bath Brunswick Area,4,"139 Richardson Street Bath, Maine 04530",139 Richardson Street,Bath,ME, 04530,4.9,397,NULL,43.9077639,-69.8266722
"WATERMARK Baton Rouge, Autograph Collection",4,"150 Third Street Baton Rouge, Louisiana 70801",150 Third Street,Baton Rouge,LA, 70801,4.7,535,NULL,30.4480707,-91.1878449
Courtyard Baton Rouge Acadian Centre/LSU Area,3,"2421 South Acadian Thruway Baton Rouge, Louisiana 70808",2421 South Acadian Thruway,Baton Rouge,LA, 70808,4.3,522,NULL,30.4229398,-91.1495952
Courtyard Baton Rouge Downtown,3,"260 Third Street Baton Rouge, Louisiana 70801",260 Third Street,Baton Rouge,LA, 70801,4.4,89,NULL,30.449078,-91.187844
Courtyard Baton Rouge Siegen Lane,2,"10307 N Mall Drive Baton Rouge, Louisiana 70809",10307 N Mall Drive,Baton Rouge,LA, 70809,4.3,551,NULL,30.3805164,-91.0661351
Baton Rouge Marriott,3,"5500 Hilton Avenue Baton Rouge, Louisiana 70808",5500 Hilton Avenue,Baton Rouge,LA, 70808,4.1,659,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png undefined undefined,30.423169,-91.1343076
Renaissance Baton Rouge Hotel,4,"7000 Bluebonnet Boulevard Baton Rouge, Louisiana 70810",7000 Bluebonnet Boulevard,Baton Rouge,LA, 70810,4.5,777,NULL,30.3872032,-91.0947767
Residence Inn Baton Rouge Siegen Lane,2,"10333 North Mall Dr. Baton Rouge, Louisiana 70809",10333 North Mall Dr.,Baton Rouge,LA, 70809,4.4,328,NULL,30.3803488,-91.0649364
Residence Inn Baton Rouge Towne Center at Cedar Lodge,3,"7061 Commerce Circle Baton Rouge, Louisiana 70809",7061 Commerce Circle,Baton Rouge,LA, 70809,4.5,321,NULL,30.4305622,-91.1174091
SpringHill Suites Baton Rouge North/Airport,1,"7980 Howell Boulevard Baton Rouge, Louisiana 70807",7980 Howell Boulevard,Baton Rouge,LA, 70807,4.4,490,NULL,30.5200797,-91.1554646
SpringHill Suites Baton Rouge South,2,"7979 Essen Park Avenue Baton Rouge, Louisiana 70809",7979 Essen Park Avenue,Baton Rouge,LA, 70809,4.3,406,NULL,30.4041927,-91.0996737
TownePlace Suites Baton Rouge South,1,"8735 Summa Avenue Baton Rouge, Louisiana 70809",8735 Summa Avenue,Baton Rouge,LA, 70809,3.8,308,NULL,30.3968478,-91.0945078
Courtyard Battle Creek,3,"12891 Harper Village Drive Battle Creek, Michigan 49014",12891 Harper Village Drive,Battle Creek,MI, 49014,4.5,363,NULL,42.267081,-85.171824
Fairfield Inn Battle Creek,3,"4665 Beckley Road Battle Creek, Michigan 49015",4665 Beckley Road,Battle Creek,MI, 49015,4.6,426,NULL,42.2618051,-85.2053517
TownePlace Suites Battle Creek,3,"12917 Harper Village Drive Battle Creek, Michigan 49014",12917 Harper Village Drive,Battle Creek,MI, 49014,4.1,134,NULL,42.267841,-85.1705776
Courtyard Bay City,2,"2 East Main Street Bay City, Michigan 48708",2 East Main Street,Bay City,MI, 48708,4.6,263,NULL,43.5908145,-83.8929345
Fairfield Inn & Suites Bay City,2,"515 7th Street Bay City, Texas 77414",515 7th Street,Bay City,TX, 77414,4.8,63,NULL,28.982689,-95.984944
"Inn at Bay Harbor, Autograph Collection",5,"3600 Village Harbor Drive Bay Harbor, Michigan 49770",3600 Village Harbor Drive,Bay Harbor,MI, 49770,4.7,431,NULL,45.3690204,-85.0156004
SpringHill Suites Houston Baytown,3,"5169 East Freeway Baytown, Texas 77521",5169 East Freeway,Baytown,TX, 77521,4.6,436,NULL,29.8069791,-94.9803489
TownePlace Suites Houston Baytown,3,"7238 Garth Road Baytown, Texas 77521",7238 Garth Road,Baytown,TX, 77521,4.5,37,NULL,29.8071168,-94.9814858
Courtyard Cleveland Beachwood,2,"3695 Orange Place Beachwood, Ohio 44122",3695 Orange Place,Beachwood,OH, 44122,4.4,394,NULL,41.4587816,-81.4873875
Fairfield Inn & Suites Cleveland Beachwood,2,"3750 Orange Place Beachwood, Ohio 44122",3750 Orange Place,Beachwood,OH, 44122,4.1,419,NULL,41.4580638,-81.4889608
Residence Inn Cleveland Beachwood,2,"3628 Park East Drive Beachwood, Ohio 44122",3628 Park East Drive,Beachwood,OH, 44122,4.4,442,NULL,41.461268,-81.4958014
Aloft Cleveland Beachwood,2,"1010 Eaton Boulevard Beachwood, Ohio 44122",1010 Eaton Boulevard,Beachwood,OH, 44122,3.7,217,NULL,41.4547308,-81.4995457
Courtyard Beaumont,2,"2275 Interstate 10 South Beaumont, Texas 77705",2275 Interstate 10 South,Beaumont,TX, 77705,4,330,NULL,30.0539638,-94.1394064
Fairfield Inn & Suites Beaumont,1,"2265 Interstate 10 South Beaumont, Texas 77705",2265 Interstate 10 South,Beaumont,TX, 77705,3.5,323,NULL,30.0543906,-94.1390361
Residence Inn Beaumont,2,"5380 Clearwater Ct Beaumont, Texas 77705",5380 Clearwater Ct,Beaumont,TX, 77705,4.4,385,NULL,30.0417881,-94.1502109
"Beaver Creek Lodge, Autograph Collection",7,"26 Avondale Lane Beaver Creek, Colorado 81620",26 Avondale Lane,Beaver Creek,CO, 81620,3.7,20,NULL,39.6041127,-106.5181292
Courtyard Dayton Beavercreek,3,"2777 Fairfield Commons Blvd Beavercreek, Ohio 45431",2777 Fairfield Commons Blvd,Beavercreek,OH, 45431,4.4,402,NULL,39.770584,-84.0575167
Residence Inn Dayton Beavercreek,3,"2779 Fairfield Commons Blvd. Beavercreek, Ohio 45431",2779 Fairfield Commons Blvd.,Beavercreek,OH, 45431,4.5,294,https://cache.marriott.com/marriottassets/marriott/DAYRB/dayrb-firepit-6227-hor-feat.jpg?resize=375:150 undefined,39.770466,-84.0588609
SpringHill Suites Dayton Beavercreek,3,"2663 Fairfield Commons Drive Beavercreek, Ohio 45431",2663 Fairfield Commons Drive,Beavercreek,OH, 45431,4.8,370,https://cache.marriott.com/marriottassets/marriott/DAYCF/daycf-exterior-0001-hor-feat.jpg?resize=375:150 undefined,39.7629776,-84.0566486
Courtyard Portland Beaverton,3,"8500 SW Nimbus Avenue Beaverton, Oregon 97008",8500 SW Nimbus Avenue,Beaverton,OR, 97008,4.1,471,https://cache.marriott.com/marriottassets/marriott/PDXCY/pdxcy-lobby-0055-hor-feat.jpg?resize=375:150 undefined,45.4581307,-122.7877257
Fairfield Inn & Suites Portland West/Beaverton,3,"15583 NW Gateway Court Beaverton, Oregon 97006",15583 NW Gateway Court,Beaverton,OR, 97006,4.5,272,https://cache.marriott.com/marriottassets/marriott/FN/ffi-main01-0001-hor-feat.jpg?resize=375:150 undefined,45.5286253,-122.8371365
TownePlace Suites Portland Beaverton,3,"3900 SW 114th Ave. Beaverton, Oregon 97005",3900 SW 114th Ave.,Beaverton,OR, 97005,4.7,104,NULL,45.4916604,-122.7940424
Courtyard Beckley,3,"124 Hylton Lane Beckley, West Virginia 25801",124 Hylton Lane,Beckley,WV, 25801,4.3,460,NULL,37.7923714,-81.2121097
Fairfield Inn & Suites Beckley,3,"125 Hylton Lane Beckley, West Virginia 25801",125 Hylton Lane,Beckley,WV, 25801,4.5,593,NULL,37.7927868,-81.2128527
Courtyard Dallas-Fort Worth/Bedford,2,"2201 Airport Freeway Bedford, Texas 76021",2201 Airport Freeway,Bedford,TX, 76021,4.3,348,NULL,32.8382556,-97.1298385
Fairfield Inn & Suites Bedford,2,"4436 Business Route 220 Bedford, Pennsylvania 15522",4436 Business Route 220,Bedford,PA, 15522,4.5,388,NULL,40.0556397,-78.5095747
TownePlace Suites Dallas Bedford,2,"2301 Plaza Parkway Bedford, Texas 76021",2301 Plaza Parkway,Bedford,TX, 76021,4.4,363,NULL,32.8397762,-97.130848
Courtyard Chicago Midway Airport,3,"6610 South Cicero Avenue Bedford Park, Illinois 60638",6610 South Cicero Avenue,Bedford Park,IL, 60638,4.4,477,NULL,41.772897,-87.743935
Fairfield Inn & Suites Chicago Midway Airport,3,"6630 South Cicero Avenue Bedford Park, Illinois 60638",6630 South Cicero Avenue,Bedford Park,IL, 60638,4.4,410,NULL,41.7721847,-87.7436919
Residence Inn Chicago Midway Airport,3,"6638 South Cicero Avenue Bedford Park, Illinois 60638",6638 South Cicero Avenue,Bedford Park,IL, 60638,4.7,476,NULL,41.771503,-87.7465763
SpringHill Suites Edgewood Aberdeen,3,"1420 Handlir Drive Bel Air, Maryland 21015",1420 Handlir Drive,Bel Air,MD, 21015,4.3,318,NULL,39.4817453,-76.254022
Fairfield Inn & Suites Belle Vernon,3,"189 Finley Road Belle Vernon, Pennsylvania 15012",189 Finley Road,Belle Vernon,PA, 15012,4.6,160,NULL,40.1394306,-79.8357144
TownePlace Suites Detroit Belleville,2,"46418 N I-94 Service Dr Belleville, Michigan 48111",46418 N I-94 Service Dr,Belleville,MI, 48111,NULL,NULL,NULL,42.2203388,-83.4958963
AC Hotel Seattle Bellevue/Downtown,4,"208 106th Place NE Bellevue, Washington 98004",208 106th Place NE,Bellevue,WA, 98004,4.4,313,NULL,47.612345,-122.1977019
Courtyard Omaha Bellevue at Beardmore Event Center,2,"3730 Raynor Parkway Bellevue, Nebraska 68123",3730 Raynor Parkway,Bellevue,NE, 68123,4.6,297,NULL,41.1477713,-95.9698963
Courtyard Seattle Bellevue/Downtown,4,"11010 NE 8th Street Bellevue, Washington 98004",11010 NE 8th Street,Bellevue,WA, 98004,4.3,660,NULL,47.6178759,-122.1930941
Courtyard Seattle Bellevue/Redmond,3,"14615 NE 29th Place Bellevue, Washington 98007",14615 NE 29th Place,Bellevue,WA, 98007,4.2,356,NULL,47.635297,-122.1465451
Fairfield Inn & Suites Seattle Bellevue/Redmond,3,"14595 NE 29th Place Bellevue, Washington 98007",14595 NE 29th Place,Bellevue,WA, 98007,4.3,409,NULL,47.6348477,-122.1471607
